Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,created_at,exclusion_reasons
rc_common_msgs_ros2,roboception,"Common msg and srv definitions used by Roboception's ROS2 packages ",https://github.com/roboception/rc_common_msgs_ros2,28,0,0,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,15,2020-03-10T16:26:00Z,13,481,0,config,Organization,28,2,0,CMake,0,0,0,0,1,,5.13,0.22,0.03,0.0,0.0,0.47,0.0,0.0,69,roboception/rc_common_msgs_ros2,humble|jazzy|kilted,2020-06-26T12:42:35Z,inactive_6mo
rc_dynamics_api,roboception,"  Simple C++ API for subscribing rc_dynamics streams from Roboception rc_visard sensor",https://github.com/roboception/rc_dynamics_api,428,3,2,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,6,158,2017-02-16T12:36:36Z,10,2840,0,config,Organization,428,3,3,C++;CMake,0,1,1,0,0,0.06,,1.55,0.07,0.02,0.03,4.96,0.0,0.0,102,roboception/rc_dynamics_api,humble|jazzy|kilted,2017-09-06T09:29:38Z,inactive_6mo
rc_genicam_api,roboception,Roboception convenience layer around GenICam and GigE Vision.,https://github.com/roboception/rc_genicam_api,56887,136,45,5,,Other,True,False,False,False,False,False,,7,435,2017-02-16T12:36:36Z,31,6775,0,code,Organization,56887,15,136,C++;C;CMake;XSLT;Shell;Batchfile;Dockerfile,1,6,9,4,38,36.76,88.11,4.22,0.11,0.44,1.32,12.88,0.0,0.0,103,roboception/rc_genicam_api,humble|jazzy|kilted,2017-08-22T12:03:01Z,inactive_6mo
rcdiscover,roboception,Tools for the discovery of Roboception rc_visard sensors via GigE Vision.,https://github.com/roboception/rcdiscover,839,12,8,0,,BSD-3-Clause,True,False,False,False,False,False,,4,260,2017-05-04T13:50:32Z,20,3667,0,code,Organization,839,6,12,C++;CMake;C;HTML;Batchfile;Dockerfile;Shell,0,2,3,0,11,0.68,172.68,2.52,0.05,0.08,0.12,2.88,0.0,0.0,103,roboception/rcdiscover,humble|jazzy|kilted,2017-08-21T10:58:52Z,inactive_6mo
reach,ros-industrial,A tool that allows users to visualize and quantitatively evaluate the reach capability of a robot system for a given workpiece.,https://github.com/ros-industrial/reach,11505,106,28,9,ros;ros-industrial,Apache-2.0,True,False,False,False,False,True,good first issue,9,206,2017-03-10T21:31:28Z,1,2,0,docs,Organization,11505,10,106,C++;Python;CMake;Shell,5,56,62,4,14,32.6,237.66,2.58,0.11,0.35,1.32,6.32,0.0,0.0,80,ros-industrial/reach,humble|jazzy|kilted,2019-07-16T00:18:04Z,inactive_6mo
rig_reconfigure,teamspatzenhirn,GUI tool for editing ROS 2 parameters at runtime,https://github.com/teamspatzenhirn/rig_reconfigure,1350,99,9,5,,MIT,True,False,False,False,False,True,good first issue,5,121,2022-12-05T20:44:50Z,1,5,0,docs,Organization,1350,4,99,C++;CMake,2,32,32,3,9,2.02,6.15,3.1,0.13,0.23,2.54,2.17,0.0,0.0,39,teamspatzenhirn/rig_reconfigure,humble|jazzy|kilted,2022-12-05T20:35:10Z,inactive_6mo
rmf_api_msgs,open-rmf,Collection of messages which bridges the C++ components of RMF to the web interface,https://github.com/open-rmf/rmf_api_msgs,131,2,9,5,,Apache-2.0,True,False,False,False,False,True,good first issue,11,46,2021-09-29T10:20:00Z,1,2,0,docs,Organization,131,6,2,Rust;Python;CMake,0,49,55,5,0,23.87,,0.85,0.24,0.17,0.04,1.21,0.0,0.0,54,open-rmf/rmf_api_msgs,humble|jazzy|kilted,2021-09-29T10:19:59Z,inactive_6mo
rmf_battery,open-rmf,Modelling of robot batteries,https://github.com/open-rmf/rmf_battery,124,4,7,1,,Apache-2.0,True,False,False,False,False,True,good first issue,12,64,2019-08-21T06:25:59Z,2,203,0,docs,Organization,124,8,4,C++;CMake,0,34,40,1,2,26.89,55.15,1.07,0.22,0.12,0.07,2.53,0.0,0.0,60,open-rmf/rmf_battery,humble|jazzy|kilted,2021-03-05T00:43:09Z,inactive_6mo
rmf_building_map_msgs,open-rmf,Messages for describing building layouts,https://github.com/open-rmf/rmf_building_map_msgs,34,2,4,0,,Apache-2.0,True,False,False,False,False,True,good first issue,7,28,2019-11-26T12:22:15Z,13,175,0,config,Organization,34,8,2,CMake,0,8,9,0,0,37.43,,0.47,0.15,0.07,0.03,0.13,0.0,0.0,60,open-rmf/rmf_building_map_msgs,humble|jazzy|kilted,2021-03-26T04:08:46Z,inactive_6mo
rmf_cmake_uncrustify,open-rmf,Uncrustify CMake hook,https://github.com/open-rmf/rmf_cmake_uncrustify,12,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,5,13,2019-08-21T06:25:59Z,1,201,0,other,Organization,12,9,0,CMake,0,1,1,0,0,0.0,,0.22,0.1,0.02,0.0,0.06,0.0,0.0,60,open-rmf/rmf_cmake_uncrustify,humble|kilted,2021-03-05T07:18:20Z,inactive_6mo
rmf_variants,open-rmf,Variants for Open-RMF (implemented as ament packages),https://github.com/open-rmf/rmf_variants,14,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,8,2023-06-07T09:27:08Z,2,203,0,docs,Organization,14,7,0,CMake,0,3,3,0,0,0.03,,0.24,0.03,0.0,0.0,0.07,0.0,0.0,33,open-rmf/rmf_variants,humble|jazzy|kilted,2023-06-07T09:27:08Z,inactive_6mo
rmf_utils,open-rmf,Internal utilities for RMF libraries,https://github.com/open-rmf/rmf_utils,404,1,9,0,,Apache-2.0,True,True,False,False,False,True,good first issue,11,95,2019-08-21T06:25:59Z,2,203,0,docs,Organization,404,5,1,C++;CMake,0,32,34,0,1,23.86,2.63,1.58,0.2,0.15,0.02,0.97,0.89,0.0,60,open-rmf/rmf_utils,humble|jazzy|kilted,2021-03-05T07:10:07Z,inactive_6mo
rmf_visualization_msgs,open-rmf,Messages for visualizing aspects of OpenRMF,https://github.com/open-rmf/rmf_visualization_msgs,26,2,4,0,,Apache-2.0,False,False,False,False,False,True,good first issue,5,19,2019-11-14T07:32:10Z,1,201,0,other,Organization,26,8,2,CMake,0,11,11,0,1,3.5,1.85,0.32,0.1,0.07,0.03,0.0,0.0,0.0,60,open-rmf/rmf_visualization_msgs,humble|jazzy|kilted,2021-03-16T06:18:18Z,inactive_6mo
robosoft_openai,robosoft-ai,OpenAI server node for ROS2 Applications,https://github.com/robosoft-ai/robosoft_openai,467,4,4,2,,Apache-2.0,True,False,False,False,False,True,good first issue,2,9,2024-06-30T20:09:53Z,2,203,0,docs,Organization,467,3,4,C++;CMake,1,9,9,1,0,0.56,,0.43,0.1,0.19,0.19,2.09,0.0,0.0,21,robosoft-ai/robosoft_openai,humble|jazzy,2024-06-30T20:09:53Z,inactive_6mo
robot_upstart,clearpathrobotics,ROS package of helper functions related to bringing up roslaunch on system startup.,https://github.com/clearpathrobotics/robot_upstart,151,204,97,45,,BSD-3-Clause,True,False,False,False,False,False,,20,170,2013-08-22T01:38:29Z,8,307,0,config,Organization,151,51,204,Python;EmberScript;Shell,7,35,47,38,37,101.5,238.58,1.13,0.14,0.64,1.35,0.48,0.0,0.0,151,clearpathrobotics/robot_upstart,humble|jazzy,2013-08-26T17:01:19Z,inactive_6mo
ros2acceleration,ros-acceleration,"  The acceleration command for ROS 2 command line tools.",https://github.com/ros-acceleration/ros2acceleration,31,0,3,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,12,2021-08-14T12:39:13Z,1,3,0,docs,Organization,31,2,0,Python,0,0,0,1,2,,31.96,0.22,0.02,0.05,0.0,0.23,0.0,0.0,55,ros-acceleration/ros2acceleration,humble|jazzy|kilted,2021-08-14T13:48:55Z,inactive_6mo
ros_environment,ros,,https://github.com/ros/ros_environment,56,2,20,0,,Apache-2.0,False,True,False,False,False,True,good first issue,10,40,2018-01-24T21:03:38Z,1,202,0,other,Organization,56,10,2,CMake;Shell,0,34,36,0,6,9.57,2.67,0.41,0.1,0.2,0.02,0.0,0.89,0.0,98,ros/ros_environment,humble|jazzy|kilted,2018-01-24T21:00:32Z,inactive_6mo
ros_image_to_qimage,ros-sports,,https://github.com/ros-sports/ros_image_to_qimage,54,3,6,3,,Apache-2.0,True,True,False,False,False,True,good first issue,2,69,2021-12-06T05:04:21Z,6,312,0,config,Organization,54,1,3,C++;Python;CMake,2,21,23,1,11,7.21,33.89,1.35,0.04,0.12,0.06,1.9,0.62,0.0,51,ros-sports/ros_image_to_qimage,humble|jazzy|kilted,2021-12-06T05:04:19Z,inactive_6mo
ros_workspace,ros2,Package to set ROS environment and configuration variables for ROS 2.,https://github.com/ros2/ros_workspace,52,9,7,6,,Apache-2.0,False,False,False,False,False,True,good first issue,8,48,2017-05-31T13:53:57Z,2,28,0,config,Organization,52,16,9,CMake;Shell,4,18,19,2,4,7.01,58.24,0.45,0.08,0.07,0.08,0.0,0.0,0.0,106,ros2/ros_workspace,humble|jazzy|kilted,2017-05-31T13:52:00Z,inactive_6mo
rosidl_dds,ros2,,https://github.com/ros2/rosidl_dds,182,8,9,1,,Apache-2.0,False,True,False,False,False,True,good first issue,20,185,2014-07-31T00:54:12Z,1,202,0,other,Organization,182,23,8,Python;CMake;EmberScript,0,53,57,1,6,9.74,38.62,1.33,0.15,0.06,0.06,0.0,0.89,0.0,139,ros2/rosidl_dds,humble|jazzy|kilted,2014-08-07T21:35:07Z,inactive_6mo
rplidar_ros,Slamtec,,https://github.com/Slamtec/rplidar_ros,572,649,621,82,,BSD-2-Clause,True,False,False,False,False,True,good first issue,16,82,2014-05-06T17:37:34Z,2,25,0,docs,Organization,572,19,649,C++;C;Makefile;CMake;Shell,14,13,38,68,54,356.41,280.3,0.89,0.23,6.75,7.05,2.97,0.0,0.0,92,Slamtec/rplidar_ros,humble|jazzy,2018-07-02T06:05:05Z,inactive_6mo
rpyutils,ros2,Various utility types and functions for Python,https://github.com/ros2/rpyutils,41,1,6,0,,Apache-2.0,True,True,False,False,False,True,good first issue,12,39,2020-05-15T22:30:47Z,2,203,0,docs,Organization,41,18,1,Python,0,19,19,0,2,3.82,3.51,0.56,0.19,0.09,0.01,0.2,0.89,0.0,70,ros2/rpyutils,humble|jazzy|kilted,2020-05-15T22:30:46Z,inactive_6mo
rqt_action,ros-visualization,,https://github.com/ros-visualization/rqt_action,103,1,5,0,,,False,False,False,False,False,False,,17,129,2011-10-01T10:16:18Z,0,0,0,other,Organization,103,15,1,Python,0,19,21,0,1,7.9,860.69,1.21,0.21,0.05,0.01,0.0,0.0,0.0,107,ros-visualization/rqt_action,humble|jazzy|kilted,2017-04-24T18:16:56Z,inactive_6mo
rqt_common_plugins,ros-visualization,,https://github.com/ros-visualization/rqt_common_plugins,7878,46,133,0,,,False,False,False,False,False,False,,51,1424,2011-10-01T10:16:18Z,4,30,0,config,Organization,7878,16,46,CMake,0,152,198,0,269,38.42,305.84,8.96,0.43,0.84,0.29,0.0,0.0,0.0,159,ros-visualization/rqt_common_plugins,humble|jazzy|kilted,2012-12-22T19:34:02Z,inactive_6mo
gauges2,ToyotaResearchInstitute,,https://github.com/ToyotaResearchInstitute/gauges2,276,36,2,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,30,2022-08-30T12:54:23Z,2,30,0,docs,Organization,276,3,36,Python,0,24,25,2,9,14.58,154.29,0.7,0.09,0.05,0.84,3.06,0.0,0.0,43,ToyotaResearchInstitute/gauges2,humble|jazzy|kilted,2022-08-30T12:31:06Z,inactive_6mo
rqt_graph,ros-visualization,,https://github.com/ros-visualization/rqt_graph,233,30,33,23,,BSD-3-Clause,False,True,False,False,False,False,,34,252,2011-10-01T10:16:18Z,0,0,0,other,Organization,233,16,30,Python,1,55,63,22,28,150.86,261.82,2.36,0.37,0.31,0.28,0.0,0.16,0.0,107,ros-visualization/rqt_graph,humble|jazzy|kilted,2017-04-24T18:17:56Z,inactive_6mo
rqt_image_view,ros-visualization,,https://github.com/ros-visualization/rqt_image_view,292,28,65,14,,BSD-3-Clause,False,True,False,False,False,False,,33,235,2011-10-01T10:16:18Z,0,0,0,other,Organization,292,14,28,C++;C;Python;CMake,1,48,60,13,24,127.79,268.72,2.2,0.35,0.61,0.26,0.0,0.16,0.0,107,ros-visualization/rqt_image_view,humble|jazzy|kilted,2017-04-24T18:18:04Z,inactive_6mo
rqt_moveit,ros-visualization,,https://github.com/ros-visualization/rqt_moveit,133,0,3,0,,BSD-3-Clause,False,False,False,False,False,False,,7,125,2011-10-01T10:16:18Z,0,0,0,other,Organization,133,7,0,Python;CMake,0,9,9,0,5,3.4,652.74,1.17,0.07,0.03,0.0,0.0,0.0,0.0,107,ros-visualization/rqt_moveit,humble|jazzy|kilted,2017-04-25T15:42:10Z,inactive_6mo
rqt_msg,ros-visualization,,https://github.com/ros-visualization/rqt_msg,113,0,8,2,,,False,False,False,False,False,False,,16,186,2011-10-01T10:16:18Z,0,0,0,other,Organization,113,18,0,Python,1,23,25,1,0,28.17,,1.74,0.18,0.07,0.0,0.0,0.0,0.0,107,ros-visualization/rqt_msg,humble|jazzy|kilted,2017-04-24T18:18:41Z,inactive_6mo
rqt_plot,ros-visualization,,https://github.com/ros-visualization/rqt_plot,354,16,47,16,,BSD-3-Clause,False,True,False,False,False,False,,35,334,2011-10-01T10:16:18Z,0,0,0,other,Organization,354,17,16,Python,4,67,82,12,29,198.77,355.73,3.12,0.36,0.44,0.15,0.0,0.16,0.0,107,ros-visualization/rqt_plot,humble|jazzy|kilted,2017-04-24T18:19:03Z,inactive_6mo
rqt_publisher,ros-visualization,,https://github.com/ros-visualization/rqt_publisher,205,3,22,6,,BSD-3-Clause,False,True,False,False,False,False,,26,236,2011-10-01T10:16:18Z,0,0,0,other,Organization,205,17,3,Python,2,36,39,4,11,38.54,78.43,2.21,0.28,0.21,0.03,0.0,0.16,0.0,107,ros-visualization/rqt_publisher,humble|jazzy|kilted,2017-04-24T18:19:13Z,inactive_6mo
rqt_robot_dashboard,ros-visualization,Framework for creating ROS dashboards in RQT,https://github.com/ros-visualization/rqt_robot_dashboard,1817,12,9,1,,,True,False,False,False,False,False,,12,150,2012-10-12T00:06:40Z,43,1167,0,code,Organization,1817,15,12,Python;CMake,0,9,9,1,3,6.24,333.85,1.4,0.15,0.08,0.11,0.08,0.0,0.0,107,ros-visualization/rqt_robot_dashboard,humble|jazzy|kilted,2017-04-25T16:05:55Z,inactive_6mo
rqt_robot_monitor,ros-visualization,,https://github.com/ros-visualization/rqt_robot_monitor,333,12,21,2,,BSD-3-Clause,False,False,False,False,False,False,,11,208,2012-07-31T18:40:58Z,10,470,0,code,Organization,333,12,12,Python;CMake,1,25,30,1,18,8.88,69.82,1.94,0.13,0.2,0.11,0.0,0.0,0.0,107,ros-visualization/rqt_robot_monitor,humble|jazzy|kilted,2017-04-25T16:06:15Z,inactive_6mo
rqt_runtime_monitor,ros-visualization,,https://github.com/ros-visualization/rqt_runtime_monitor,72,6,14,1,,BSD-3-Clause,False,False,False,False,False,False,,10,106,2012-10-15T01:44:46Z,10,539,0,code,Organization,72,11,6,Python;CMake,0,7,7,1,2,39.85,274.37,0.99,0.11,0.13,0.06,0.0,0.0,0.0,107,ros-visualization/rqt_runtime_monitor,humble|jazzy|kilted,2017-04-25T16:07:01Z,inactive_6mo
rqt_service_caller,ros-visualization,,https://github.com/ros-visualization/rqt_service_caller,124,9,11,6,,BSD-3-Clause,False,True,False,False,False,False,,20,173,2011-10-01T10:16:18Z,0,0,0,other,Organization,124,17,9,Python,2,24,27,4,5,57.7,957.05,1.62,0.21,0.1,0.08,0.0,0.16,0.0,107,ros-visualization/rqt_service_caller,humble|jazzy|kilted,2017-04-24T18:19:44Z,inactive_6mo
rqt_shell,ros-visualization,,https://github.com/ros-visualization/rqt_shell,127,0,8,2,,BSD-3-Clause,False,True,False,False,False,False,,18,173,2011-10-01T10:16:18Z,0,0,0,other,Organization,127,16,0,Python,0,22,25,2,2,46.32,1376.07,1.62,0.21,0.07,0.0,0.0,0.16,0.0,107,ros-visualization/rqt_shell,humble|jazzy|kilted,2017-04-24T18:19:55Z,inactive_6mo
rqt_srv,ros-visualization,,https://github.com/ros-visualization/rqt_srv,84,0,5,0,,,False,False,False,False,False,False,,13,151,2011-10-01T10:16:18Z,0,0,0,other,Organization,84,17,0,Python,0,18,19,0,0,34.99,,1.41,0.15,0.05,0.0,0.0,0.0,0.0,107,ros-visualization/rqt_srv,humble|jazzy|kilted,2017-04-24T18:20:18Z,inactive_6mo
rtcm_msgs,tilk,The rtcm_msgs package contains messages related to data in the RTCM format.,https://github.com/tilk/rtcm_msgs,18,11,23,0,,BSD-3-Clause,False,False,False,False,False,False,,3,17,2017-04-15T16:12:39Z,3,39,0,config,User,18,2,11,CMake,0,7,7,0,1,10.18,13.95,0.16,0.03,0.21,0.1,0.0,0.0,0.0,107,tilk/rtcm_msgs,humble|jazzy|kilted,2017-04-15T16:12:15Z,inactive_6mo
rviz_visual_tools,PickNikRobotics,C++ API wrapper for displaying shapes and meshes in Rviz,https://github.com/PickNikRobotics/rviz_visual_tools,3945,811,249,41,,,True,False,False,False,False,False,,24,407,2014-10-21T00:59:11Z,1,4,0,docs,Organization,3945,27,811,C++;CMake;C;Dockerfile;Shell,17,161,206,24,44,27.31,100.9,2.97,0.2,1.82,5.92,10.01,0.0,0.0,137,PickNikRobotics/rviz_visual_tools,humble|jazzy|kilted,2014-10-21T00:59:11Z,inactive_6mo
schunk_svh_library,SCHUNK-GmbH-Co-KG,Stand-alone C++ library for the Schunk SVH robot hand,https://github.com/SCHUNK-SE-Co-KG/schunk_svh_library,450,1,0,1,,GPL-3.0,True,False,False,False,False,True,good first issue,8,417,2014-01-30T16:40:45Z,2,30,0,config,,450,1,1,C++;CMake;C,0,5,5,1,0,0.02,,11.58,0.36,0.0,0.03,1.98,0.0,0.0,36,SCHUNK-SE-Co-KG/schunk_svh_library,humble,2023-03-09T09:25:55Z,inactive_6mo
sick_safetyscanners_base,SICKAG,CPP (C++) Driver for SICK safety laser scanners,https://github.com/SICKAG/sick_safetyscanners_base,1852,18,35,4,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,True,good first issue,8,367,2018-08-20T14:02:26Z,4,255,0,config,Organization,1852,6,18,C++;CMake;C,3,7,16,1,20,89.8,128.43,4.77,0.19,0.45,0.23,19.16,0.0,0.0,77,SICKAG/sick_safetyscanners_base,humble|jazzy|kilted,2019-10-07T14:31:19Z,inactive_6mo
sicks300_ros2,ajtudela,Driver for the Sick S300 Safety laser scanners with an interface for ROS 2,https://github.com/ajtudela/sicks300_ros2,117,6,2,0,driver;laser;lifecycle;ros;ros2;s300;sick,Apache-2.0,True,False,False,False,False,True,good first issue,1,76,2022-05-27T12:18:02Z,12,2320,0,code,User,117,3,6,C++;Python;CMake,0,0,0,0,1,,30.92,1.65,0.02,0.04,0.13,4.5,0.0,0.0,46,ajtudela/sicks300_ros2,humble|jazzy|kilted,2022-05-27T12:18:58Z,inactive_6mo
situational_graphs_datasets,snt-arg,Structured indoors synthetic datset in the form of graphs as a tool for S-graphs,https://github.com/snt-arg/situational_graphs_datasets,283,0,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,2,27,2023-07-22T15:08:19Z,3,183,0,config,Organization,283,4,0,Python,0,1,1,0,0,0.0,,0.84,0.06,0.0,0.0,0.46,0.0,0.0,32,snt-arg/situational_graphs_datasets,humble,2023-07-22T15:08:18Z,inactive_6mo
situational_graphs_msgs,snt-arg,Custom Messages used in S-Graphs,https://github.com/snt-arg/situational_graphs_msgs,18,0,1,0,,GPL-3.0,True,False,False,False,False,True,good first issue,2,11,2024-04-17T06:19:20Z,16,135,0,config,Organization,18,3,0,CMake,0,0,0,0,0,,,0.48,0.09,0.04,0.0,0.09,0.0,0.0,23,snt-arg/situational_graphs_msgs,humble,2024-04-16T15:27:08Z,inactive_6mo
situational_graphs_reasoning,snt-arg,Reasoning on S-Graph for the automatic generation of high-level entities,https://github.com/snt-arg/situational_graphs_reasoning,36525,2,1,0,,GPL-3.0,True,False,False,False,False,True,good first issue,3,68,2023-05-05T11:34:12Z,3,183,0,config,Organization,36525,3,2,Python,0,1,1,0,2,0.0,90.9,2.0,0.09,0.03,0.06,5.52,0.0,0.0,34,snt-arg/situational_graphs_reasoning,humble,2023-05-05T11:34:12Z,inactive_6mo
situational_graphs_reasoning_msgs,snt-arg,ROS2 messages for reasoning over situational graphs,https://github.com/snt-arg/situational_graphs_reasoning_msgs,40,0,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,4,26,2022-12-13T17:17:40Z,2,23,0,docs,Organization,40,4,0,CMake,0,2,2,0,0,0.0,,0.67,0.1,0.0,0.0,0.62,0.0,0.0,39,snt-arg/situational_graphs_reasoning_msgs,humble,2022-12-13T17:17:39Z,inactive_6mo
situational_graphs_wrapper,snt-arg,Graph wrapper for Networkx library as a tool for Sgraphs reasoning stack,https://github.com/snt-arg/situational_graphs_wrapper,66,0,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,2,19,2023-07-22T15:00:41Z,3,183,0,config,Organization,66,3,0,Python,0,1,1,0,0,0.0,,0.59,0.06,0.0,0.0,0.3,0.0,0.0,32,snt-arg/situational_graphs_wrapper,humble,2023-07-22T15:00:41Z,inactive_6mo
slg_msgs,ajtudela,This package provides classes and messages to interact with laser related geometry.,https://github.com/ajtudela/slg_msgs,121,3,3,0,geometry;laserscan;ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,1,63,2021-07-16T10:49:18Z,2,53,0,config,User,121,1,3,C++;CMake,0,0,0,0,0,,,1.12,0.02,0.05,0.05,1.78,0.0,0.0,56,ajtudela/slg_msgs,humble|jazzy|kilted,2021-07-16T10:49:17Z,inactive_6mo
slider_publisher,oKermorgant,Generic slider-based GUI to publish any kind of message,https://github.com/oKermorgant/slider_publisher,69,18,9,0,publisher;ros;slider-plugin,MIT,True,False,False,False,False,True,good first issue,1,48,2017-10-15T13:33:05Z,2,22,0,docs,User,69,2,18,Python;CMake,0,0,2,0,1,49.35,0.82,0.48,0.01,0.09,0.18,1.9,0.0,0.0,101,oKermorgant/slider_publisher,humble|jazzy|kilted,2017-10-15T13:33:05Z,inactive_6mo
snowbot_operating_system,PickNikRobotics,The weather outside is frightful,https://github.com/PickNikRobotics/snowbot_operating_system,29,19,3,2,,BSD-2-Clause,True,False,False,False,False,True,good first issue,1,13,2020-12-06T02:58:49Z,7,329,0,code,Organization,29,4,19,C++;CMake,2,1,2,0,0,3.27,,0.21,0.02,0.05,0.3,0.11,0.0,0.0,63,PickNikRobotics/snowbot_operating_system,humble|jazzy|kilted,2020-12-06T02:53:16Z,inactive_6mo
soccer_visualization,ijnek,,https://github.com/ijnek/soccer_visualization,141,1,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,29,2021-07-20T07:16:58Z,12,1128,0,code,User,141,1,1,C++;CMake;Python,0,6,7,1,0,35.77,,0.52,0.04,0.0,0.02,0.6,0.62,0.0,56,ijnek/soccer_visualization,humble,2021-07-20T07:16:41Z,inactive_6mo
soccer_object_msgs,ijnek,,https://github.com/ijnek/soccer_object_msgs,8941,1,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,64,2021-05-16T03:58:53Z,4,74,0,config,User,8941,1,1,CMake,0,16,16,1,0,7.41,,1.1,0.03,0.0,0.02,0.69,0.62,0.0,58,ijnek/soccer_object_msgs,humble,2021-05-16T08:02:49Z,inactive_6mo
sol_vendor,OUXT-Polaris,,https://github.com/OUXT-Polaris/sol_vendor,54,1,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,5,67,2021-06-02T12:00:22Z,2,202,0,docs,Organization,54,4,1,CMake,0,37,41,1,0,0.91,,1.18,0.11,0.0,0.02,0.01,0.62,0.0,57,OUXT-Polaris/sol_vendor,humble|jazzy|kilted,2021-06-02T12:00:21Z,inactive_6mo
spdlog_vendor,ros2,Vendor package for spdlog,https://github.com/ros2/spdlog_vendor,54,4,11,0,,Apache-2.0,True,True,False,False,False,True,good first issue,14,65,2019-09-24T18:21:28Z,4,303,0,docs,Organization,54,21,4,CMake,0,33,37,0,3,10.43,75.18,0.83,0.21,0.14,0.05,0.27,0.89,0.0,78,ros2/spdlog_vendor,humble|jazzy|kilted,2019-09-24T18:20:59Z,inactive_6mo
sync_parameter_server,Tacha-S,ROS2 package for managing the synchronization of parameters between multiple nodes.,https://github.com/Tacha-S/sync_parameter_server,71,6,0,0,ros2,Apache-2.0,True,False,False,False,False,True,good first issue,1,11,2023-11-23T09:23:09Z,3,254,0,config,User,71,1,6,C++;Python;CMake,0,0,0,0,0,,,0.39,0.04,0.0,0.21,2.44,0.0,0.0,28,Tacha-S/sync_parameter_server,humble,2023-11-23T09:23:09Z,inactive_6mo
talos_moveit_config,pal-robotics,,https://github.com/pal-robotics/talos_moveit_config,92,1,1,0,,,False,False,False,False,False,True,good first issue,5,54,2016-10-31T13:59:59Z,26,2047,0,config,Organization,92,6,1,CMake,0,0,0,0,0,,,0.55,0.1,0.01,0.01,0.0,0.0,0.0,98,pal-robotics/talos_moveit_config,humble,2018-01-09T12:20:17Z,inactive_6mo
tango_icons_vendor,ros-visualization,Provides Tango icons for non-linux systems,https://github.com/ros-visualization/tango_icons_vendor,865,1,2,0,,Apache-2.0,False,True,False,False,False,True,good first issue,8,34,2018-12-11T21:00:32Z,2,29,0,config,Organization,865,6,1,CMake,0,15,17,0,1,19.39,20.15,0.39,0.09,0.02,0.01,0.0,0.89,0.0,87,ros-visualization/tango_icons_vendor,humble|jazzy|kilted,2018-12-11T21:07:03Z,inactive_6mo
tensorrt_cmake_module,tier4,,https://github.com/tier4/tensorrt_cmake_module,16,2,6,2,,Apache-2.0,True,True,False,False,False,True,good first issue,1,14,2022-01-17T19:32:34Z,7,363,0,config,Organization,16,3,2,CMake,1,1,1,1,0,8.59,,0.28,0.06,0.12,0.04,0.05,0.62,0.0,50,tier4/tensorrt_cmake_module,humble|jazzy|kilted,2022-01-17T19:32:11Z,inactive_6mo
test_interface_files,ros2,,https://github.com/ros2/test_interface_files,178,4,14,3,,Apache-2.0,False,True,False,False,False,True,good first issue,20,114,2015-05-18T23:44:01Z,4,238,0,code,Organization,178,19,4,CMake,2,20,25,1,0,69.07,,1.33,0.23,0.16,0.05,0.0,0.62,0.0,86,ros2/test_interface_files,humble|jazzy|kilted,2019-01-17T01:16:09Z,inactive_6mo
tiago_moveit_config,pal-robotics,,https://github.com/pal-robotics/tiago_moveit_config,887,6,17,2,,Apache-2.0,True,True,False,False,False,False,,14,291,2014-11-19T10:38:33Z,25,1429,0,config,Organization,887,8,6,Python;Shell;EmberScript;CMake,1,6,9,1,5,253.48,0.31,2.27,0.16,0.13,0.05,0.89,2.73,0.0,128,pal-robotics/tiago_moveit_config,humble,2015-07-30T12:41:42Z,inactive_6mo
